TaskItemId,ImageUrl,Polygon,ProductId,Classifications,Rotation,ShouldQa,TaskId
34380471,https://fileman.clobotics.cn/api/file/9a33e8bacf4081c1114adf4fef66374c,"[[0.2610677853514255,0.12092882991556092],[0.26639872838236056,0.28980699638118212],[0.29745890110372236,0.49909529553679133],[0.99810551413304882,0.49939686369119424],[0.99706262317878647,0.13841978287092882]]",1056817,[],0,False,389560
34380471,https://fileman.clobotics.cn/api/file/9a33e8bacf4081c1114adf4fef66374c,"[[0.29482134906220386,0.13702586784613327],[0.29653546921640411,0.17393780994504762],[0.92647462588497287,0.17876290041549398],[0.927331685962073,0.14957110306929372]]",1056824,[],0,False,389560
34380471,https://fileman.clobotics.cn/api/file/9a33e8bacf4081c1114adf4fef66374c,"[[0.29309695592762752,0.18238171826832869],[0.929892593212997,0.18720680873877502],[0.93246377344429732,0.24945047580753255],[0.29566813615892773,0.2571706205602467]]",1056824,[],0,False,389560
34380471,https://fileman.clobotics.cn/api/file/9a33e8bacf4081c1114adf4fef66374c,"[[0.29823344611572733,0.26585578340705007],[0.93502908340109681,0.25572309341911276],[0.94016777494213466,0.31748425144082565],[0.30507304969333865,0.34185095831657963]]",1056824,[],0,False,389560
34380471,https://fileman.clobotics.cn/api/file/9a33e8bacf4081c1114adf4fef66374c,"[[0.30677616308285005,0.34691730331054826],[0.94014356005981925,0.32206808738774967],[0.94101969852904666,0.38600053612116347],[0.31963206423935142,0.429185095831658]]",1056824,[],0,False,389560
34380471,https://fileman.clobotics.cn/api/file/9a33e8bacf4081c1114adf4fef66374c,"[[0.32479350309407923,0.43328642273153739],[0.94359087876034675,0.39010186302104283],[0.968441110552201,0.49916709747831572],[0.33176791042070297,0.49951174679763338]]",1056824,[],0,False,389560
34380471,https://fileman.clobotics.cn/api/file/9a33e8bacf4081c1114adf4fef66374c,"[[0.23036837462991186,0.49999999999999994],[0.2367963252081626,0.66767189384800962],[0.23748822266623818,0.88192601527945336],[0.94782812646482162,0.84232006433453965],[0.98458124247799428,0.49999999999999994]]",1056817,[],0,False,389560
34380471,https://fileman.clobotics.cn/api/file/9a33e8bacf4081c1114adf4fef66374c,"[[0.56815798264144024,0.49937005763302517],[0.9100297245069221,0.52483581289371406],[0.90336370168503244,0.59882053344055775],[0.25521713958110159,0.563388668696268],[0.25521713958110159,0.49945621996285428]]",1056824,[],0,False,389560
34380471,https://fileman.clobotics.cn/api/file/9a33e8bacf4081c1114adf4fef66374c,"[[0.25440827996103443,0.572282535853103],[0.90240162891964248,0.60579010856453575],[0.89668789507230851,0.66208283071974283],[0.25916972483381268,0.64412277174641486]]",1056824,[],0,False,389560
34380471,https://fileman.clobotics.cn/api/file/9a33e8bacf4081c1114adf4fef66374c,"[[0.25729612888901054,0.65591743734083907],[0.899540685416461,0.67200107224232686],[0.89763447683554387,0.7325827637045973],[0.26015948266982986,0.73302602102360837]]",1056824,[],0,False,389560
34380471,https://fileman.clobotics.cn/api/file/9a33e8bacf4081c1114adf4fef66374c,"[[0.25694550738070449,0.73845424780286051],[0.89438393972389907,0.736946407030846],[0.93295164319340329,0.83797173875581588],[0.25266020699520403,0.87235050835774586]]",1056824,[],0,False,389560
34380472,https://fileman.clobotics.cn/api/file/d57ea9944b7f22df16bccd36a3f3f274,"[[0.37139540418745159,0.11930036188178525],[0.34405669005643919,0.49927623642943303],[0.99714819429729062,0.49867310012062721],[1.0001858292007366,0.0921592279855247]]",1056817,[],0,False,389560
34380472,https://fileman.clobotics.cn/api/file/d57ea9944b7f22df16bccd36a3f3f274,"[[0.38832329437096808,0.13024297777011887],[0.3845262507416608,0.18935033603308629],[0.95733195484611844,0.18033775633293125],[0.95787983876705962,0.10973634327072199]]",1056824,[],0,False,389560
34380472,https://fileman.clobotics.cn/api/file/d57ea9944b7f22df16bccd36a3f3f274,"[[0.38451194681018053,0.19598483542995],[0.95710612610971768,0.18904876787868338],[0.95786553483557935,0.26836119248664481],[0.37995549445501181,0.25840944339134925]]",1056824,[],0,False,389560
34380472,https://fileman.clobotics.cn/api/file/d57ea9944b7f22df16bccd36a3f3f274,"[[0.37709427470648921,0.26477683956574188],[0.97171130705600872,0.27744270205066346],[0.971714557949527,0.36278648974668276],[0.37633811687414603,0.33232810615199038]]",1056824,[],0,False,389560
