TaskItemId,ImageUrl,Polygon,ProductId,Classifications,Rotation,ShouldQa,TaskId
34556807,https://fileman.clobotics.cn/api/file/3acae1999a6cd451835524559806898e,"[[0.31663543490185225,0.13809523809523813],[0.96301977236188951,0.12880371660859469],[0.98495589241143822,0.49930313588850178],[0.29908653886221326,0.499883855981417]]",1056817,[],0,False,390433
34556807,https://fileman.clobotics.cn/api/file/3acae1999a6cd451835524559806898e,"[[0.38904278595923991,0.49901277584204418],[0.99740451533339258,0.49959349593495939],[1.001791739343302,0.95429732868757267],[0.3422457298535358,0.90609756097560989],[0.36125703389647806,0.68716608594657391]]",1056817,[],0,False,390433
34556807,https://fileman.clobotics.cn/api/file/3acae1999a6cd451835524559806898e,"[[0.3402848135056134,0.14956584259720143],[0.919398382813701,0.14213262540788668],[0.92056830921634369,0.17976328742879261],[0.32975547588182996,0.18533820032077869]]",1056824,[],0,False,390433
34556807,https://fileman.clobotics.cn/api/file/3acae1999a6cd451835524559806898e,"[[0.33136349865464021,0.19201648138930366],[0.92217633198915394,0.18876444886897845],[0.93387559601558012,0.23800951274818863],[0.329023645849355,0.23615120845086]]",1056824,[],0,False,390433
34556807,https://fileman.clobotics.cn/api/file/3acae1999a6cd451835524559806898e,"[[0.32973444124616608,0.24433936176096446],[0.93224653860710571,0.24712681820695753],[0.92873675939917788,0.31077374039046507],[0.32973444124616608,0.30287594712681815]]",1056824,[],0,False,390433
34556807,https://fileman.clobotics.cn/api/file/3acae1999a6cd451835524559806898e,"[[0.32514722125589568,0.31158951385432204],[0.92668437994796637,0.31855815496930462],[0.93350895063004846,0.3990846745202144],[0.32417228258702685,0.38592168574746954]]",1056824,[],0,False,390433
34556807,https://fileman.clobotics.cn/api/file/3acae1999a6cd451835524559806898e,"[[0.32613801937228892,0.39327747359106224],[0.92280048472001563,0.40876334273546805],[0.915000975369065,0.49858138377302125],[0.68589038818488879,0.49470991648691987],[0.32126332602794477,0.48309551462861555]]",1056824,[],0,False,390433
34556807,https://fileman.clobotics.cn/api/file/3acae1999a6cd451835524559806898e,"[[0.40576474745049262,0.5406531718378409],[0.98780313276518683,0.51277860737791059],[0.99438396878005142,0.55575189425363647],[0.40137752344058281,0.5769481776450418]]",1056824,[],0,False,390433
34556807,https://fileman.clobotics.cn/api/file/3acae1999a6cd451835524559806898e,"[[0.3998975865742263,0.58362645871356678],[0.99802245992525618,0.559816934904043],[0.99071041990874,0.6242768652176317],[0.38966073055110356,0.63676234721530889]]",1056824,[],0,False,390433
34556807,https://fileman.clobotics.cn/api/file/3acae1999a6cd451835524559806898e,"[[0.38892827448780526,0.64285990819091865],[0.98851555584213835,0.6347298268901056],[0.98705314783883513,0.70848127869033783],[0.3779602144630308,0.70586803827221944]]",1056824,[],0,False,390433
34556807,https://fileman.clobotics.cn/api/file/3acae1999a6cd451835524559806898e,"[[0.38161122622470234,0.71515955975886281],[0.98485452758729364,0.7171920800840661],[0.98851054759555168,0.79994469332448426],[0.36918075819662466,0.78571705104806144]]",1056824,[],0,False,390433
34556807,https://fileman.clobotics.cn/api/file/3acae1999a6cd451835524559806898e,"[[0.36813781320319744,0.79297605220950163],[0.99571976204933577,0.81089541507659957],[0.9998980706302022,0.89219622808472965],[0.35978119604146458,0.8619987832531385]]",1056824,[],0,False,390433
34556808,https://fileman.clobotics.cn/api/file/6ba157ee2169a03838ba0038b486eb4a,"[[0.25997316798293246,0.1251451800232288],[0.99646997692022632,0.13385598141695704],[0.99853299319175937,0.50029036004645766],[0.28266634696979587,0.50087108013937287],[0.26822523306906459,0.27322880371660857]]",1056817,[],0,False,390433
34556808,https://fileman.clobotics.cn/api/file/6ba157ee2169a03838ba0038b486eb4a,"[[0.25172640173996347,0.50145180023228808],[0.9985382920349225,0.50029036004645766],[0.97790812931959215,0.84581881533101044],[0.26410449936916169,0.86788617886178865],[0.25378941801149651,0.64314750290360045]]",1056817,[],0,False,390433
34556808,https://fileman.clobotics.cn/api/file/6ba157ee2169a03838ba0038b486eb4a,"[[0.29608051562748439,0.13710801393728225],[0.93561555980272559,0.14485094850948513],[0.9177360854494393,0.24821912504839339],[0.29745585980850642,0.25170344560588465]]",1056824,[],0,False,390433
34556808,https://fileman.clobotics.cn/api/file/6ba157ee2169a03838ba0038b486eb4a,"[[0.29879138907076069,0.25944638017808747],[0.91666476239490491,0.2556716995741386],[0.91563325425913833,0.29051490514905148],[0.29982289720652722,0.29922570654277969]]",1056824,[],0,False,390433
34556808,https://fileman.clobotics.cn/api/file/6ba157ee2169a03838ba0038b486eb4a,"[[0.29881081816235894,0.30648470770421987],[0.9115266508076707,0.29806426635694927],[0.91255815894343728,0.34800619434765773],[0.30190534256965851,0.36746031746031743]]",1056824,[],0,False,390433
34556808,https://fileman.clobotics.cn/api/file/6ba157ee2169a03838ba0038b486eb4a,"[[0.2998211309254728,0.3767518389469609],[0.91150545543501793,0.358168795973674],[0.96514387849487682,0.49928377855207123],[0.30807319601160493,0.500154858691444]]",1056824,[],0,False,390433
34556808,https://fileman.clobotics.cn/api/file/6ba157ee2169a03838ba0038b486eb4a,"[[0.28950163386517158,0.50276809910956255],[0.919753104818514,0.50247773906310489],[0.90428048278201634,0.59423151374370886],[0.28537560132210554,0.57274487030584587]]",1056824,[],0,False,390433
34556808,https://fileman.clobotics.cn/api/file/6ba157ee2169a03838ba0038b486eb4a,"[[0.29363296525140087,0.5797135114208285],[0.909443322304012,0.601490514905149],[0.90634879789671252,0.63778552071235],[0.28331788389373569,0.62413859852884246]]",1056824,[],0,False,390433
34556808,https://fileman.clobotics.cn/api/file/6ba157ee2169a03838ba0038b486eb4a,"[[0.29260145711563434,0.63052651955090977],[0.90634879789671252,0.64417344173441737],[0.90428578162517947,0.70398761130468446],[0.2905384408441013,0.70079365079365075]]",1056824,[],0,False,390433
34556808,https://fileman.clobotics.cn/api/file/6ba157ee2169a03838ba0038b486eb4a,"[[0.28741035709676821,0.70718157181571817],[0.90012618974207992,0.709504452187379],[0.94860707212310635,0.83087495160665892],[0.27812678387486955,0.85061943476577617]]",1056824,[],0,False,390433
34556809,https://fileman.clobotics.cn/api/file/065afc627d05e1ce0b1c3bcc767a2abc,"[[0.22304257475209083,0.038797632874287884],[0.99665640849951087,0.11487196504618104],[0.99958122450611742,0.50047010674188375],[0.17039588663317373,0.49988938664896848],[0.19818163869593553,0.2466954261379348]]",1056817,[],0,False,390433
34556809,https://fileman.clobotics.cn/api/file/065afc627d05e1ce0b1c3bcc767a2abc,"[[0.20915606336741374,0.50038714672861007],[0.991056875800219,0.50116144018583053],[1.0008062624889074,0.55691056910569114],[0.99885638515116959,0.93708865660085161],[0.44314134389593407,0.99980642663569486],[0.21695557271836449,0.99903213317847461],[0.21305581804288909,0.71951219512195119]]",1056817,[],0,False,390433
34556809,https://fileman.clobotics.cn/api/file/065afc627d05e1ce0b1c3bcc767a2abc,"[[0.26380521541322843,0.07814003650240578],[0.93261314225724878,0.12924340467894468],[0.94236252894593708,0.18305679995575461],[0.25893052206888423,0.14124495326585915]]",1056824,[],0,False,390433
