TaskItemId,ImageUrl,Polygon,ProductId,Classifications,Rotation,ShouldQa,TaskId
34452213,https://fileman.clobotics.cn/api/file/cca8ba56042a3123c76c141b5612aadf,"[[0.25435932010123524,0.20765756302521005],[0.89710217245622137,0.22404411764705878],[0.89180775027866788,0.32278361344537815],[0.23424051582653224,0.33790966386554622]]",1033458,[],0,False,389983
34452213,https://fileman.clobotics.cn/api/file/cca8ba56042a3123c76c141b5612aadf,"[[0.23847605356857499,0.35345588235294112],[0.898161056891732,0.33370798319327721],[0.88651332810111438,0.43370798319327725],[0.22243226586693984,0.49827380952380951]]",1033459,[],0,False,389983
34452213,https://fileman.clobotics.cn/api/file/cca8ba56042a3123c76c141b5612aadf,"[[0.26278190493357045,0.49961134453781475],[0.95211567245102668,0.50019957983193242],[0.95508054887045668,0.57372899159663826],[0.26278190493357045,0.53372899159663822]]",1033458,[],0,False,389983
34452213,https://fileman.clobotics.cn/api/file/cca8ba56042a3123c76c141b5612aadf,"[[0.27760501781992397,0.54784663865546179],[0.943219773981941,0.58314075630252071],[0.94618465040137079,0.68019957983193247],[0.26722795035191926,0.67490546218487357]]",1033459,[],0,False,389983
34452214,https://fileman.clobotics.cn/api/file/419fab5a1b3fe62163767e2201bde876,"[[0.30954093953143258,0.20664215686274515],[0.96626106643515974,0.21899509803921577],[0.96477862822544469,0.30664215686274515],[0.30064631027314281,0.31958333333333339]]",1033458,[],0,False,389983
34452214,https://fileman.clobotics.cn/api/file/419fab5a1b3fe62163767e2201bde876,"[[0.30509441815903521,0.3354656862745099],[0.96477942148219231,0.31664215686274516],[0.96329698327247737,0.41958333333333342],[0.2932349124813155,0.46781862745098046]]",1033459,[],0,False,389983
34452214,https://fileman.clobotics.cn/api/file/419fab5a1b3fe62163767e2201bde876,"[[0.31164001587381113,0.50071078431372562],[0.97280745740668306,0.500122549019608],[0.96836014277753835,0.57482843137254913],[0.31015757766409618,0.51776960784313741]]",1033458,[],0,False,389983
34452214,https://fileman.clobotics.cn/api/file/419fab5a1b3fe62163767e2201bde876,"[[0.31312404059702109,0.53071078431372565],[0.96243197645217338,0.57953431372549036],[0.95650222361331372,0.67953431372549034],[0.29829965849987156,0.65424019607843154]]",1033459,[],0,False,389983
34452215,https://fileman.clobotics.cn/api/file/337838d392ef8191f67985d7a4578293,"[[0.31878410623508663,0.14384803921568629],[0.94616794366518964,0.14286764705882354],[0.94268247790168924,0.17767156862745098],[0.31704137335333638,0.17669117647058824]]",1033458,[],0,False,389983
34452215,https://fileman.clobotics.cn/api/file/337838d392ef8191f67985d7a4578293,"[[0.32575503776208781,0.18355392156862743],[0.94268247790168924,0.18404411764705883],[0.94442521078343955,0.22276960784313729],[0.32575503776208781,0.22276960784313729]]",1033459,[],0,False,389983
34452215,https://fileman.clobotics.cn/api/file/337838d392ef8191f67985d7a4578293,"[[0.3344688886790671,0.23061274509803922],[0.93919719864641649,0.22865196078431374],[0.94442539729166752,0.28943627450980391],[0.33272615579731685,0.29531862745098036]]",1033462,[],0,False,389983
34452215,https://fileman.clobotics.cn/api/file/337838d392ef8191f67985d7a4578293,"[[0.33795696555775873,0.302671568627451],[0.94268527552510806,0.29531862745098036],[0.94617074128860867,0.34776960784313726],[0.34318516420300954,0.35806372549019611]]",1033463,[],0,False,389983
34452215,https://fileman.clobotics.cn/api/file/337838d392ef8191f67985d7a4578293,"[[0.35190293179277538,0.36590686274509804],[0.94617484446962308,0.35463235294117645],[0.951403043114874,0.40120098039215685],[0.35190293179277538,0.41443627450980391]]",1033465,[],0,False,389983
34452215,https://fileman.clobotics.cn/api/file/337838d392ef8191f67985d7a4578293,"[[0.35190349131745913,0.42424019607843139],[0.94966086975780739,0.40953431372549021],[0.98974372603806415,0.48600490196078433],[0.78235851310978,0.4982598039215686],[0.35887442284446031,0.49973039215686271]]",1033468,[],0,False,389983
34452215,https://fileman.clobotics.cn/api/file/337838d392ef8191f67985d7a4578293,"[[0.32682857912203578,0.5],[0.95551946621345163,0.50036764705882353],[0.95290536689082628,0.525]]",1033458,[],0,False,389983
34452215,https://fileman.clobotics.cn/api/file/337838d392ef8191f67985d7a4578293,"[[0.32682969817140334,0.50845588235294115],[0.95029238661756843,0.53161764705882353],[0.94898533695625564,0.56985294117647056],[0.3229085491874652,0.55294117647058827]]",1033459,[],0,False,389983
34452215,https://fileman.clobotics.cn/api/file/337838d392ef8191f67985d7a4578293,"[[0.32683039757725807,0.55845588235294119],[0.9437578377168595,0.57610294117647054],[0.93460849008767044,0.64044117647058818],[0.31898809960938179,0.62830882352941175]]",1033462,[],0,False,389983
34452215,https://fileman.clobotics.cn/api/file/337838d392ef8191f67985d7a4578293,"[[0.32552404732180007,0.63492647058823526],[0.935916239154838,0.64411764705882357],[0.93853033847746337,0.70110294117647054],[0.31898879901523652,0.69411764705882351]]",1033463,[],0,False,389983
34452215,https://fileman.clobotics.cn/api/file/337838d392ef8191f67985d7a4578293,"[[0.32029542903303643,0.700735294117647],[0.93591581951132519,0.70661764705882357],[0.931994670527387,0.75845588235294115],[0.31637428004909823,0.75735294117647056]]",1033465,[],0,False,389983
34452215,https://fileman.clobotics.cn/api/file/337838d392ef8191f67985d7a4578293,"[[0.32029528915186545,0.76397058823529407],[0.93852977895277967,0.76286764705882348],[0.96074962319509571,0.83235294117647063],[0.31114594152267644,0.85330882352941173]]",1033468,[],0,False,389983
34452216,https://fileman.clobotics.cn/api/file/0a59df660da35043f6f5b5566f277108,"[[0.34313768306374848,0.16397058823529412],[0.96020397605690866,0.17794117647058824],[0.95464344457116934,0.26397058823529412],[0.33572549201517365,0.25441176470588234]]",1033458,[],0,False,389983
34452216,https://fileman.clobotics.cn/api/file/0a59df660da35043f6f5b5566f277108,"[[0.34406569430122186,0.2636029411764706],[0.95001231252221174,0.27242647058823527],[0.9518653602843552,0.32977941176470588],[0.33109435996621595,0.32389705882352943]]",1033459,[],0,False,389983
34452216,https://fileman.clobotics.cn/api/file/0a59df660da35043f6f5b5566f277108,"[[0.33480085211887711,0.33786764705882355],[0.95001270915058522,0.34301470588235294],[0.95001270915058522,0.41580882352941179],[0.329241708832446,0.40477941176470589]]",1033462,[],0,False,389983
34452216,https://fileman.clobotics.cn/api/file/0a59df660da35043f6f5b5566f277108,"[[0.32924091557569846,0.41801470588235295],[0.94630582036955047,0.42610294117647057],[0.94445277260740679,0.50036764705882353],[0.31071043795426151,0.49963235294117647]]",1033463,[],0,False,389983
34452216,https://fileman.clobotics.cn/api/file/0a59df660da35043f6f5b5566f277108,"[[0.33696453922333908,0.50125000000000008],[0.93438713773846782,0.50125000000000008],[0.93142226131903783,0.5447794117647059],[0.33399966280390919,0.53419117647058822]]",1033458,[],0,False,389983
34452216,https://fileman.clobotics.cn/api/file/0a59df660da35043f6f5b5566f277108,"[[0.3419692555375286,0.54088235294117659],[0.93049722479436769,0.54852941176470593],[0.92605086207331988,0.60147058823529409],[0.33900437911809872,0.59029411764705886]]",1033459,[],0,False,389983
34452216,https://fileman.clobotics.cn/api/file/0a59df660da35043f6f5b5566f277108,"[[0.34141439227407594,0.59830882352941184],[0.9284599233212,0.60830882352941185],[0.92104773227262526,0.67183823529411768],[0.33548463943521611,0.664779411764706]]",1033462,[],0,False,389983
34452216,https://fileman.clobotics.cn/api/file/0a59df660da35043f6f5b5566f277108,"[[0.33845062641409246,0.67183823529411768],[0.91808396641264167,0.67948529411764713],[0.91511908999321179,0.75477941176470587],[0.33252087357523263,0.75007352941176486]]",1033463,[],0,False,389983
34452217,https://fileman.clobotics.cn/api/file/41132bf586c13cfbf1cedd592a411e3b,"[[0.34406668587215622,0.19375],[0.94074806528242749,0.20257352941176471],[0.94074806528242749,0.28933823529411767],[0.3366544948235814,0.28272058823529411]]",1033458,[],0,False,389983
34452217,https://fileman.clobotics.cn/api/file/41132bf586c13cfbf1cedd592a411e3b,"[[0.34406450441610065,0.29080882352941179],[0.93518674053994078,0.29669117647058824],[0.9240684539670786,0.39080882352941176],[0.33479926560538209,0.38419117647058826]]",1033459,[],0,False,389983
34452217,https://fileman.clobotics.cn/api/file/41132bf586c13cfbf1cedd592a411e3b,"[[0.31163329302287618,0.39485294117647057],[0.91572686348172228,0.39852941176470591],[0.91943295900600974,0.48382352941176471],[0.30236805421215768,0.48382352941176471]]",1033462,[],0,False,389983
34452217,https://fileman.clobotics.cn/api/file/41132bf586c13cfbf1cedd592a411e3b,"[[0.37741539785094974,0.50477941176470587],[0.942594965304778,0.5143382352941176],[0.93888886978049069,0.59007352941176472],[0.36815015904023124,0.580514705882353]]",1033458,[],0,False,389983
34452217,https://fileman.clobotics.cn/api/file/41132bf586c13cfbf1cedd592a411e3b,"[[0.3737114837827179,0.59007352941176472],[0.93889105123654626,0.59595588235294117],[0.94259714676083373,0.68786764705882353],[0.35888710168556837,0.67757352941176474]]",1033459,[],0,False,389983
34452217,https://fileman.clobotics.cn/api/file/41132bf586c13cfbf1cedd592a411e3b,"[[0.33757853977731739,0.68382352941176472],[0.94352515799830716,0.69338235294117645],[0.94352515799830716,0.79117647058823526],[0.32460720544231148,0.78455882352941175]]",1033462,[],0,False,389983
34452218,https://fileman.clobotics.cn/api/file/d43549cbd5338d3ef39c5cfdb8ae5e5e,"[[0.29775001089953362,0.23272058823529412],[0.93334539331482258,0.24154411764705883],[0.93334539331482258,0.32169117647058826],[0.28477867656452771,0.33419117647058821]]",1033458,[],0,False,389983
34452218,https://fileman.clobotics.cn/api/file/d43549cbd5338d3ef39c5cfdb8ae5e5e,"[[0.2866325175834189,0.34448529411764706],[0.927787043285139,0.33125],[0.927787043285139,0.42169117647058824],[0.27736727877270045,0.46139705882352944]]",1033459,[],0,False,389983
