ImgUrl,ProductId,xmin,ymin,xmax,ymax,ImageQuality,SceneType,Rotation,TaskItemId,TaskId,RequestId,IsMaskQA
https://fileman.clobotics.cn/api/file/102648f40b704b95d46af41c1b55c43e,1086512,0.323433637619019,0.284058064222336,0.350827157497406,0.346459448337555,[],[],0,34066476,380001,fced7390-fa94-4e39-b203-618e4ff00d69,0
https://fileman.clobotics.cn/api/file/607c58f0daddf0081c693d887964ac17,97,0.296309798955917,0.753197610378265,0.32358780503273,0.825787544250488,[],[],0,34066646,380001,dce80c15-ee6b-4210-a790-70b486a03203,0
https://fileman.clobotics.cn/api/file/607c58f0daddf0081c693d887964ac17,1099666,0.303042262792587,0.662508249282837,0.325788885354996,0.733393609523773,[],[],0,34066646,380001,dce80c15-ee6b-4210-a790-70b486a03203,0
https://fileman.clobotics.cn/api/file/22e121a0daa2e467e2861fce61cc1adf,1086520,0.442185321463121,0.216988309537123,0.466082701099886,0.269151418720434,[],[],0,34066709,380001,2903ea13-c1ef-4d77-bb0e-c44f1421d4f5,0
https://fileman.clobotics.cn/api/file/52d15b4a2d11ef3ddf6bf765dd9111e3,1104920,0.260199040174484,0.37774270772934,0.28924036026001,0.447790831327438,[],[],0,34066739,380001,71cea7b2-6900-4205-9c11-e661651a28ee,0
https://fileman.clobotics.cn/api/file/52d15b4a2d11ef3ddf6bf765dd9111e3,1104794,0.189595192670822,0.791812598705292,0.216930344700813,0.822070837020874,[],[],0,34066739,380001,71cea7b2-6900-4205-9c11-e661651a28ee,0
https://fileman.clobotics.cn/api/file/0766f7f89b92de7d964915db812b3d03,481,0.321071952581406,0.350940853357315,0.351676046848297,0.440729111433029,[],[],0,34066801,380001,43210850-965d-4454-84bb-b6fd417bc7cd,0
https://fileman.clobotics.cn/api/file/85d604a54c437eac50958797abc5f1a8,174,0.160064592957497,0.513634502887726,0.19879802365045,0.548531607765057,[],[],0,34066819,380001,0f30642f-01a4-4dde-b5a4-fd1bcc15ff2e,0
https://fileman.clobotics.cn/api/file/85d604a54c437eac50958797abc5f1a8,174,0.160349704179623,0.551186328189813,0.194618858490577,0.584702173552348,[],[],0,34066819,380001,0f30642f-01a4-4dde-b5a4-fd1bcc15ff2e,0
https://fileman.clobotics.cn/api/file/cc0831ef0cb5469943d6a1d53747afc2,1065142,0.204702198505402,0.761932373046875,0.231207698583603,0.847945511341095,[],[],0,34066967,380001,1ae99f9e-3140-456c-a1ea-0f96218faf68,0
https://fileman.clobotics.cn/api/file/83ab720618395349d08a8eac3e456ce1,604,0.402590602636337,0.151756644248962,0.433634430170059,0.197917833924294,"[""qualified""]",[],0,34066973,380001,2829b49d-e12b-4bb1-a707-dfe32e542d7c,0
https://fileman.clobotics.cn/api/file/83ab720618395349d08a8eac3e456ce1,1073017,0.351382464170456,0.170824587345123,0.373498469591141,0.196885138750076,"[""qualified""]",[],0,34066973,380001,2829b49d-e12b-4bb1-a707-dfe32e542d7c,0
https://fileman.clobotics.cn/api/file/ad3d12761c93117f9efe21d63d04c20c,1101538,0.188072547316551,0.669808566570282,0.213016375899315,0.750776708126068,[],[],0,34066978,380001,fa5edee0-9f29-4c4a-acaa-ea4a455a4f3f,0
https://fileman.clobotics.cn/api/file/4ec25db634be67638a6d84f55ab0b6d4,1086530,0.166268825531006,0.276686400175095,0.197716325521469,0.357783883810043,[],[],0,34067028,380001,e1c56a52-1223-4235-9dec-7c176139043c,0
https://fileman.clobotics.cn/api/file/2dee4d2d8438878b0c15dffed8f5a46f,174,0.373965710401535,0.232459470629692,0.398886799812317,0.260970413684845,[],[],0,34067031,380001,b02e95a0-7757-4db8-94fa-0cd16b008f66,0
https://fileman.clobotics.cn/api/file/f19542c6057d35ab5cb0a863fb93125f,18,0.235042154788971,0.860380113124847,0.260513544082642,0.90887176990509,[],[],0,34067051,380001,922754ed-d09d-4430-8b38-c13946e0a4ea,0
https://fileman.clobotics.cn/api/file/819eeec4b7ab2754ab5618f76d9d68a5,1104920,0.196564570069313,0.820873916149139,0.230090722441673,0.922026216983795,[],[],0,34067061,380001,5a15ed7f-8d69-47dd-aa50-cebf632950bb,0
https://fileman.clobotics.cn/api/file/81067eda2bb73e5719c2cb22eb18d8ad,1099202,0.158645480871201,0.897383153438568,0.210019022226334,0.978709518909454,[],[],0,34067071,380001,3f0c0870-6c50-493c-ad6d-27f05491bff7,0
https://fileman.clobotics.cn/api/file/346604ea0174ae7ec623919ac1a2301c,2032,0.297490388154984,0.329963862895966,0.326986908912659,0.38923966884613,"[""Overexposed"",""Unqualified""]",[],0,34068937,380001,2d0c3b90-c89c-4cf7-8fd7-45329eb260fe,0
https://fileman.clobotics.cn/api/file/346604ea0174ae7ec623919ac1a2301c,1989,0.371103793382645,0.720356285572052,0.397298783063889,0.795498192310333,"[""Overexposed"",""Unqualified""]",[],0,34068937,380001,2d0c3b90-c89c-4cf7-8fd7-45329eb260fe,0
https://fileman.clobotics.cn/api/file/346604ea0174ae7ec623919ac1a2301c,1086183,0.341355085372925,0.719163763066202,0.366603616391728,0.794337006465345,"[""Overexposed"",""Unqualified""]",[],0,34068937,380001,2d0c3b90-c89c-4cf7-8fd7-45329eb260fe,0
https://fileman.clobotics.cn/api/file/2c74d62b3b7690bab7695d072d63bc6b,3,0.30509477853775,0.225981324911118,0.335483253002167,0.261931359767914,[],[],0,34070248,380001,6c961529-87db-43ab-8b9c-5948b93be4a3,0
https://fileman.clobotics.cn/api/file/3efaa1aef04a4f657c4caee38800d75c,125,0.388432919979095,0.764577150344849,0.419664740562439,0.83892822265625,[],[],0,34070256,380001,8982a35c-ce24-4aaa-bd68-e02806c45f3e,0
https://fileman.clobotics.cn/api/file/15aceb3edff7e51eaaa1dca5810a058a,1065142,0.26460736989975,0.723955929279327,0.293263792991638,0.825295984745026,[],[],0,34070275,380001,7e1c1829-edf6-46e7-b631-a99e765352ae,0
