ImgUrl,ProductId,xmin,ymin,xmax,ymax,ImageQuality,SceneType,Rotation,TaskItemId,TaskId,RequestId,IsMaskQA
https://fileman.clobotics.cn/api/file/bea03720aebd03ca9dd19281cf826a3e,1077717,0.311364948749542,0.739622414112091,0.338488548994064,0.800655543804169,[],[],0,33427599,377747,c80043d6-2906-4659-944b-ca3bd98432f6,0
https://fileman.clobotics.cn/api/file/d28e6bd43021252074ed52b457d8fa30,1099666,0.3016197681427,0.715339601039886,0.328333109617233,0.796301662921906,[],[],0,33427602,377747,b84d42bb-4cc3-4000-9651-440b956e9178,0
https://fileman.clobotics.cn/api/file/c5c676485149714675ff6113e2a0e808,1099793,0.391817092895508,0.390937298536301,0.435595810413361,0.467225879430771,"[""qualified""]",[],0,33427605,377747,4b32bc6e-f01b-4816-a0d5-9f914d031fa4,0
https://fileman.clobotics.cn/api/file/25acae88f7e90b326f52d95864c85793,3,0.226848557591438,0.165667906403542,0.2600277364254,0.205440655350685,"[""qualified""]",[],0,33427610,377747,a0fca350-45a4-4672-9553-f9bab77c83d8,0
https://fileman.clobotics.cn/api/file/25acae88f7e90b326f52d95864c85793,102,0.381271451711655,0.767520844936371,0.410504400730133,0.861380815505981,"[""qualified""]",[],0,33427610,377747,a0fca350-45a4-4672-9553-f9bab77c83d8,0
https://fileman.clobotics.cn/api/file/39b15ed6b6d44abfee0db6042f1a8822,1071258,0.372786909341812,0.392674893140793,0.39781442284584,0.449959576129913,"[""qualified""]",[],0,33427645,377747,ba7cee96-34e6-4225-9091-7dd946b3de4b,0
https://fileman.clobotics.cn/api/file/35f68dab36b13cb0130e76e6cf21e85d,226,0.330867081880569,0.301323771476746,0.351812958717346,0.361526221036911,[],[],0,33427728,377747,8dad6de7-8587-4d17-978b-43d430510fbe,0
https://fileman.clobotics.cn/api/file/c9dd156811495840efb1d06302cdcd5c,3,0.376923870726258,0.159780985564958,0.394484019626613,0.197461636916547,"[""keep-out"",""Unqualified""]",[],0,33427729,377747,32976346-5511-46a9-bca7-197a4ec65005,0
https://fileman.clobotics.cn/api/file/f79ab7d3a1c01a5cf5ce0ded3c37a55d,194,0.220796316862106,0.764596462249756,0.235768303275108,0.833555161952972,[],[],0,33427743,377747,33d20d97-56e8-43ff-86c2-b141e80575a5,0
https://fileman.clobotics.cn/api/file/ab02f62cbb2b33572e1866bdc77c2bb3,1085960,0.401671826839447,0.756632208824158,0.430152803659439,0.830457210540771,[],[],0,33427748,377747,752fe2fd-1ced-42c6-82ee-304178f820c2,0
https://fileman.clobotics.cn/api/file/ab02f62cbb2b33572e1866bdc77c2bb3,1099666,0.223043039441109,0.617483854293823,0.251436799764633,0.69014173746109,[],[],0,33427748,377747,752fe2fd-1ced-42c6-82ee-304178f820c2,0
https://fileman.clobotics.cn/api/file/fa453cc71278de215d82e2691226feca,1,0.161143595356106,0.879674796747967,0.215547209347112,0.97212543554007,[],[],0,33427758,377747,3174f55f-7f50-4b05-a07a-60ce4d17ef19,0
https://fileman.clobotics.cn/api/file/acfa0c97279aaacaa668388851aad989,189,0.354828774929047,0.674671113491058,0.384401679039001,0.747025728225708,[],[],0,33427775,377747,6e0c7643-d30f-4db1-84ca-f34e122d3c15,0
https://fileman.clobotics.cn/api/file/454d5434e60ab009ef8195874cddee57,1099793,0.334390938282013,0.841702818870544,0.390790313482285,0.927295386791229,[],[],0,33427777,377747,67293ece-eaa4-4973-8e55-f45948a775f0,0
https://fileman.clobotics.cn/api/file/ad9f9d4656bfe720bf94925723ebf396,1065142,0.276110470294952,0.314574152231216,0.300817757844925,0.395255893468857,[],[],0,33427783,377747,70d21024-6820-42ab-afed-9c60b1989d4c,0
https://fileman.clobotics.cn/api/file/ad9f9d4656bfe720bf94925723ebf396,102,0.252207538946882,0.312515626743812,0.272228646113076,0.389329500271308,[],[],0,33427783,377747,70d21024-6820-42ab-afed-9c60b1989d4c,0
https://fileman.clobotics.cn/api/file/ad9f9d4656bfe720bf94925723ebf396,1065142,0.300125151872635,0.314738690853119,0.325011938810349,0.395860612392426,[],[],0,33427783,377747,70d21024-6820-42ab-afed-9c60b1989d4c,0
https://fileman.clobotics.cn/api/file/ad9f9d4656bfe720bf94925723ebf396,1065142,0.252377361059189,0.725377202033997,0.278173476457596,0.802279114723206,[],[],0,33427783,377747,70d21024-6820-42ab-afed-9c60b1989d4c,0
https://fileman.clobotics.cn/api/file/ad9f9d4656bfe720bf94925723ebf396,1047929,0.23147913813591,0.814984798431396,0.254896491765976,0.884750664234161,[],[],0,33427783,377747,70d21024-6820-42ab-afed-9c60b1989d4c,0
https://fileman.clobotics.cn/api/file/d44adc80899b559b687829c53b347cb8,18,0.206176102161407,0.813829302787781,0.234780848026276,0.903790950775146,"[""Overexposed"",""Unqualified""]",[],0,33427823,377747,7d6c8e6e-3427-4a04-b0ae-4d75e03c329e,0
