TaskItemId,ImageUrl,Polygon,ProductId,Classifications,Rotation,ShouldQa,TaskId
31465673,https://fileman.clobotics.cn/api/file/f9b5318a10fe4a1c9d353cc679de3d5d,"[[0.26030757760848011,0.1213027061044681],[0.986289950926786,0.13430878959513309],[0.99692921383697519,0.49889867841409674],[0.25413220035484352,0.4997377805747848]]",1056817,[],0,False,345544
31465673,https://fileman.clobotics.cn/api/file/f9b5318a10fe4a1c9d353cc679de3d5d,"[[0.27639985521176558,0.49989511222991395],[0.99820453067350168,0.500629326620516],[0.98968370150636364,0.9848961611076148],[0.24790062201601346,0.99874134675896786]]",1056817,[],0,False,345544
31465673,https://fileman.clobotics.cn/api/file/f9b5318a10fe4a1c9d353cc679de3d5d,"[[0.28475887355528468,0.13698342773232641],[0.93044363193890434,0.14789175582127123],[0.92938743392602841,0.19991608978393119],[0.28581507156816061,0.19614013006083489]]",1056824,[],0,False,345544
31465673,https://fileman.clobotics.cn/api/file/f9b5318a10fe4a1c9d353cc679de3d5d,"[[0.28585371295887557,0.20537025382840363],[0.92412455701354645,0.20872666247115584],[0.92518075502642239,0.26578560939794416],[0.28367973221667175,0.2678833647996644]]",1056824,[],0,False,345544
31465673,https://fileman.clobotics.cn/api/file/f9b5318a10fe4a1c9d353cc679de3d5d,"[[0.292137769123898,0.28005034612964125],[0.92513366083148851,0.276274386406545],[0.92530996217662553,0.368995175162576],[0.29327849517896287,0.38200125865324097]]",1056824,[],0,False,345544
31465673,https://fileman.clobotics.cn/api/file/f9b5318a10fe4a1c9d353cc679de3d5d,"[[0.29858242856907946,0.39500734214390604],[0.92635287721144322,0.38158170757289706],[0.92836142449964854,0.47136563876651982],[0.29541383453045178,0.49611915250681765]]",1056824,[],0,False,345544
31465673,https://fileman.clobotics.cn/api/file/f9b5318a10fe4a1c9d353cc679de3d5d,"[[0.31349445654900182,0.501468428781204],[0.9504783410356209,0.50264317180616724],[0.95121345324252449,0.54229074889867834],[0.31283880070175574,0.52320117474302485]]",1056824,[],0,False,345544
31465673,https://fileman.clobotics.cn/api/file/f9b5318a10fe4a1c9d353cc679de3d5d,"[[0.31645519210674183,0.53406754772393528],[0.95053328426304384,0.5522760646108662],[0.94986663977031316,0.64419970631424361],[0.31502300531191957,0.6333333333333333]]",1056824,[],0,False,345544
31465673,https://fileman.clobotics.cn/api/file/f9b5318a10fe4a1c9d353cc679de3d5d,"[[0.30970985434005954,0.64419970631424361],[0.94758691847247567,0.65653450807635827],[0.94529282740746623,0.74875183553597635],[0.30453448407696748,0.74375917767988242]]",1056824,[],0,False,345544
31465673,https://fileman.clobotics.cn/api/file/f9b5318a10fe4a1c9d353cc679de3d5d,"[[0.30090203234396545,0.75403817914831117],[0.94312890952742767,0.75873715124816432],[0.94018254373685972,0.84243759177679878],[0.29572666208087339,0.84419970631424368]]",1056824,[],0,False,345544
